CallSign,City
BG3NFC,TangShan
BH4ODD,Jinan
BG7ESS,Yueyang
BA7JNP,Shenzhen
BG6HNQ,Hefei
BH3PWX,TangShan
BH2VGU,Shenyang
BD2RD,Shenyang
BG6QEV,Hubei wuhan
BG8TGT,wenshanzhou
BG2QFO,shenyang
BH8EWK,ChengDu  SiChuan
BG9HXP,China
BH2REP,dalian
BH6MKA,Zhengzhou
BG2INP,None
BH2JPY,Liaoling Shenyang
BI1HQI,BeiJig
BG2UCD,ShenYang
BG9IPT,
BH2UUB,Shenyang City Liaoning province
BA3ME,XingTai
BH4JXQ,Qingdao
BG4EVK,Shanghai
BH4FMI,Shanghai
BA7JVX,jiangmen
BG4FAZ,shanghai
BH4FMU,Shanghai
BH2TYH,Shenyang
BG7YZI,HaiKou
BI4PNP,Qingdao
BH2UGM,Shenyang
BD3PCM,Shijiazhuang
BH4FMP,shanghai
BH2UWM,Shenyang
BG2FAH,Qiqihar
BA7LOU,DONGGUAN
BI1MFM,BEIJING
BG9SED,Lanzhou
BI1EBC,
BH9PFPT,Xi An
BG6IAZ,Zhengzhou
BG6QWJ,WuHan
BH6AMY,huainan
BG7TYJ,Guilin
BG1QW,Beijing
BG9PDU,ShiZuishan
BI6MKA,Zhengzhou
BH6AMZ,HuaiNan
BI6LJR,ping ding shan
BG9ITF,LANZHOU
BG4RDY,Nanjing
BG4WHC,Nanjing  Jiangsu Province  China
BH4FMO,shanghai 
BD3PFH,SJZ
BD3PDW,shijiazhuang
BG4RWE,Nanjing
BI1MKB,Bei Jing
BI1MKE,BeiJing
BG6TNN,Hu Bei
BG2EWQ,qqhr
BG2KUA,jilin
BA7MEO,GuangZhou
BD4UKW,SuZhou
BG7TCC,
BI1MAN,Beijing 
BH3EXZ,Tianjin
BI4IOW,HuiMinXian
BD3PGL,shijiazhuang
BI6MHQ,Zhengzhou
BH4FML,shanghai
BH4EUL,Shanghai
BH6BIC,Chizhou
BA4WR,JiangNing  NanJing
BD3MDW,Hebei Province  Cangzhou City  Suning 
BG7XTJ,Nanning
BG4GAF,Shanghai
BD3PCB,
BD4RHA,nantong
BD4RYQ,Yangzhou  Jiangsu
BG7EAC,YueYang
BH6AMX,huainan
BG7DVZ,YueYang
BI1CUY,Beijing
BD3PFP,
BI4SYR,nanjing
BH2UWI,shenyang
BD4VGD,XuZhou
BD4VGC,XuZhou
BD4VHP,XuZhou
BG5HVG,Hangzhou
BD4VGV,XuZhou
BI4TCQ,HuaiAn
BD4VHH,Xu Zhou
BG2EXM,Qiqihar
BI1MME,BeiJing
BH4QVY,SuZhou
BA8AVR,Chengdu
BI1MKG,BeiJing
BG2JQV,CHANGCHUN
BH8CRG,Zigong Sichuan
BH4FNE,Shanghai
BH2VJW,Fuxin
BH4FNF,Shanghai
BG2XXN,Shenyang
BH8UCR,ChuXiong
BH2VKC,Dalian
BI1MFK,beijing
BI1BYM,beijing
BG6FPO,Wuhu
BG6QIV,wuhan Hubei
BD3NWD,Zhangjiakou
BI3VZC,Taiyuan
BI4NHW,Weihai
BH4FNS,ShangHai
BG7XRN,Yulin
BD4VHJ,xuzhou
BD3OVN,CangZhou
BG7RYD,Xingning District  Nanning  Guangxi Zhuang Autonomous Region
BG4FGG,Shanghai
BD4VHL,TaiErZhuang
BG6SQV,Wuhan
BG3AE,Tianjin
BG6WZW,huangshi
BD4VGL,SuiNing
BD4VHF,XuZhou
BG7QBZ,Liuzhou
BG6HLE,HEFEI
BI1FEN,
BG6TAM,Wuhan
BI1LQG,Beijing
BG6QHC,wuhan
BI4SPR,XuZhou
BG6QJP,Wuhan
BG9GWF,Zhangye
BG3LTT,None
BG6IJE,xinyang
BG5CAQ,Haishu District   Ningbo City  Zhejiang Province
BA7LOG,Dongguan
BH9FPK,Baoji
BH7OVF,Dong Guan  Guang Dong Province
BA7MAY,Guangzou
BH9AHA,HanZhong
BH4FNL,Shanghai
BD7IHA,Guangzou
BH4EXH,shanghai
BD4VFA,NAN TONG
BI4SGL,Nantong
BI6LQC,Shihe District  Xinyang Henan Province
BH1SDT,Beijing
BI6MQK,Zhengzhou
BH4PGY,Qingdao
BH3CGF,TianJin
BG4NPF,Zibo
BG6TDH,suizhou
BH2VKJ,
BI4LVW,Zibo
BA7LYS,Dongguan
BI2QWG,Shenyang
BG8AFV,china
BG6IFB,XinXiang
BG4FPL,shanghai
BH6JFM,Zheng  Zhou
BI4USV,ZHENJIANG
BI6LSZ,jiaozuo
BI1MCT,beijing pinggu
BG9PEE,Zhong Wei
BG7YVS,Haikou
BI8CQN,chengdu
BG9PEH,Zhongwei
BH4FOK,Shanghai
BG7YTH,Haikou
BG6AQY,Shang Hai
BH7MYN,
BD4TXL,Xuzhou
BD7NRQ,DongGuan
BG6VQY,jingmen
BG6RLD,yichang
BD7JCG,shenzhen
BG7YAE,Qionghai
BG7XSJ,Nanning
BH4FON,Shanghai
BG2TUB,Liaoning Shenyang
BD4SMY,Jiangsu
BH4OSJ,Shandong weifang
BG2QZU,shenayng
BD4TNR,Nantong
BI6MCP,
BG4VSO,Suqian
BG2EZM,Jiamusi Heilongjiang
BH8UMY,
BH2UYJ,Shen Yang
BG7RYF,Zuhai
BA7JVD,Xiao
BH2UYR,Shen Yang
BD4SYO,
BD3PTC,Shijiaz
BI4PGZ,Jinin
BI8FZR,Mianyang
BD7KXI,Guangzhou
BH4FNN,Shanghai
BG7DVX,Lanzhou
BD4TNO,Nantong
BH9FQI,Xian
BH1HY,Bei Jing
BA7MDM,Macau
BG4LXQ,Qingdao
BG8KGL,Chongqing
BH3EYK,Tianjin
BH8UCK,Chuxiong
BI3OUK,Shijiazhuang
BG6QHT,Jingzhou
BG2LIM,
BD3PBI,
BG6VQH,Jingzhou
BG2VJ,Shenyangcity
BI1MBE,Beijing
BD4TMN,Nantong
BG6VQS,
BH2UWK,Dalian
BI4MYF,Jining
BG0CMZ,Korla
BD4TRZ,Xinghua Taizhou Jiangsu
BH3EYY,Tianjin
BH4FHF,Shanghai  P R China
BG5CSS,
BI7IQ,
BI4PNJ,
BD4VDA,Nanjing
BH8AWW,Chengdu
BD3PGY,Shijiazhuang
BG0CXZ,China
BA7MCG,
BG6QXY,
BG6QBW,
BG2EJG,Qiqihar
BD4VFD,Nanton
BH2UQO,Shenyang
BA7MDU,Shenzhen
BH7QP,Guangxi Baise
BG3DCD,Tian Jin
BG7LAR,Zhuhai
BI1BDS,Beijing
BD7IMB,Lufeng City  Shanwei City  Guangdong Province
BA7MDX,Shenzhen
BA7MDS,Shenzhen
BG4VZC,Suqian City Jiangsu
BA7MDQ,Shenzhen
BD2IAQ,Shuangliao City  Jilin Province  P R China
BA7MDW,Shenzhen
BH9FPT,Xi An
BI4KYZ,Jinan
BG6TMB,
BG2LKQ,Jilin City
BG6QHZ,Wuhan
BH6NTK,Zhengzhou
BG6TFK,Wuhan
BG6QDC,
BA7MDV,Shenzhen
BI8DPC,Chengdu
BG5ABZ,Hangzhou
BA7LUT,Maoming
BG5UXN,Wu Yi Shang
BG9HKP,Lanzhou
BD3OWG,Handan
BH4FND,Shanghai
BI4NAC,Jining
BD4TXQ,Sihong
BH4TSH,Shijiazhuang
BD4UEE,Taizhou
BG6TBJ,
BA7MFV,Shenzhen
BA7MEV,Shenzhen
BA7MET,Shenzhen
BI7PFD,ShenZhen
BD3TE,Tianjin
BG4IOT,Qingdao
BA7MGO,Jieyang
BG8AUW,Chengdu
BG6TDN,Wuhan
BA7MGK,Shenzhen
BG8AVC,Chengdu Sichuan
BG6TFD,Wuhan
BA7MDY,Shenzhen
BH3QIY,He Bei Sheng 
BH4FOY,Shanghai
BD4THL,Zhenjiang
BG2FCD,Haerbin
BD3PBJ,Baoding
BA7MGC,Shenzhen
BG2VPH,Shenyang
BG6TGB,
BG6SJK,
BI6NAF,
BH3ESY,None
BH7ALE,Hu Nan
BH4FMK,Shanghai
BG0BCM,Urumqi
BD4ULF,Shanghai
BA7LVG,Guangzhou City  Guangdong Province
BA7MGF,Shenzhen
BA6HT,Hefei
BI4OMF,Heze
BH9FXK,Shaanxi
BD4VGS,Peixian
BH8VVD,Chendu
BG8IPK,Chongqing
BD3MRV,Tangshan
BH2QFE,Da Lian
BG2BHC,Harbin
BG8JLK,Chongqing
BI3VVC,Tai Yuan
BG6MGD,Zhengzhou
BD4THK,Zhenjiang
BG5FZG,Zhoushan Zhejiang
BH7JHU,
BI7OOY,Dong Guang
BH3SMO,Tai Yuan
BI4UTP,Zhenjiang
BH3GJK,Hohhot
BD7OTO,Zhuhai
BH2QKN,Shengyang
BH2VLM,Shenyang
BH4FMC,Shanghai
BH4EUM,Shanghai
BA7MFM,Shenzhen
BG3QND,Shijiazhuang
BI4VKR,Suzhou Jiangsu
BD4CRN,New Pudong District Shanghai P R China
BH4FNO,
BH4ENW,Shanghai
BG7IPB,Tianhe District  Guangzhou  Guangdong 
BH3GJT,Hohhot
BH3GJJ,Tongliao
BD4ITM,
BG3CAU,Tianjin
BG1UW,Beijing
BH1MVW,Beijing
BG3KWU,Baotou
BH1FWP,Beijing
BH3GKO,Baotou
BH3GKG,Baotou
BI1KHD,Beijing
BG2IES,Jilin City
BG2VRN,Liaoyang
BG2DGR,Harbin
BG2EBT,Harbin
BH7EKG,Changsha
BA7MHO,Guangzhou
BG1ESR,Beijing
BH2VGO,Liaoning
BG6XHB,Xiangyang
BI4OWL,
BI7IZH,None
BI7IEI,None
BH3GJA,
BH2VOD,Shenyang
BY2HIT,Harbin  Heilongjiang Prov 
BG2LBV,Jilin City
BG9ITL,Qingyang
BD3OWK,Handan
BG2EYU,Harbin
BH3DBA,Tianjin
BG7XSZ,Nanning
BG2DHZ,Daqing
BG4MVB,Rongcheng City  Shandong Province
BG5GFU,Ningbo
BG5HNP,Hangzhou Zhejiang China
BG5HQV,Hangzhou
BG5GLG,Ningbo
BG7LCW,
BA7MEK,Shenzhen City
BG5CJO,Cixi Zhejiang 
BG4LZZ,Zibo Shandong China
BD4THC,Zhen Jiang
BA7MHZ,Guangdong Qingyuan
BH4WHA,Nanjing  Jiangsu
BG5GNB,Ningbozhejiang
BH4FLT,Shanghai
BH2VHP,Shenyang
BG6QLP,Wuhan
BG6QBX,Huanggang
BA7LMV,Jiangmen
BD4UGR,
BG5CTD,Ningbo
BD4UHJ,
BG0DHX,Korla
BI7PPI,Shanwei
BD4VHW,
BG2VH,Ningbo
BD4UHM,
BG6TES,Wuhan
BI1MYS,China
BI4MPH,Yantai
BH3EZO,Tianjin
BI4UBN,Nangtong
BH4FPS,Shanghai
BG6THN,Wuhan
BI4KWV,Jinan
BI1FCP,Bei Jing
BI1MHA,Beijing
BH1DXG,Beijing
BI1MGQ,China
BD7LAR,Pengjiang District Jiangmen Guangdong Province 
BH1KTL,
BH7FFR,Changsha
BA7LCE,Guangzhou
BG5GLD,Ningbo
BG5FZC,Zhe Jiang
BD8ACI,Sichuan
BG6TCP,Wuhan
BG5UEZ,Zhangzhou City Fuji
BG5TLT,Quanzhou
BG5TLT,Quanzhou
BG5TRH,Quanzhou
BG6HYT,Chixi
BG5CNL,Ningbo
BG5CHI,Ningbo
BG2KPY,None
BG5HHP,Hangzhou
BG5CPW,Ningbo
BG5CNT,Ningbo
BG5CQZ,Ningbo
BG5ILX,Nanchang
BG5HVP,Hangzhou
BG5HWL,Hangzhou
BG5HME,Hangzhou
BD5HXL,HangzhouZhejiang
BG5CPW,Ningbo
BG5DDO,Shaoxing
BG5HXE,Hangzhou
BG5DKG,Jinhua
BA5AC,Hangzhou
BD4ULL,Su Zhou
BG5CAW,Ningbo
BG7FEG,
BG5DDY,Shaoxing
BG5DDO,Shaoxing
BG5DDY,Shaoxing
BH5HDA,Hangzhou
BH5HFK,Hangzhou
BH5HFK,Hangzhou
BG2FCS,Suihua
BG5DDM,Wenzhou
BG5COM,Ningbo
BG5DWV,Yiwu
BG5HRD,Hangzhou
BG2JDN,Jilin City
BH5HDJ,Hangzhou
BG5CHG,Yuyao
BH5HAN,Hangzhou
BH5HDR,Hangzhou
BG5HGM,Hangzhou
BG5WEM,Fujianlongyanwuping
BH5HGL,Hangzhou
BG5HDB,Hangzhou
BH5HAX,Hangzhou
BG5FPH,Taizhou
BH5HGK,Hangzhou
BA8AHS,Chengdushi
BH5BPD,Wenzhou
BG5HFX,Hangzhou
BG5HHV,Hangzhou
BD5DNA,Dong Yang City Zhej
BG5ENF,Jiaxing
BH7JKP,Dongguan
BG5FPH,Taizhou
BH5HAR,Lhangzhou
BH5HEH,Hang Zhou
BG5DVX,Yiwu
BG5DYZ,Hangzhou
BG5HRC,Hangzhou
BI1LKR,Beijing 
BG5UER,Fuzhou
BH5HDJ,Hangzhou
BG5DNH,Lanxi Cityzhejiang
BG5HOL,Hangzhou
BG5HOL,Hangzhou
BH1MPS,Yantai City  Shandong Province
BG5HIE,Hangzhou Zhejiang
BG5HIE,Hangzhou Zhejiang
BD3OXQ,He Bei Sheng 
BH5TQ,Fuzhou
BG5QAR,Fuzhou
BH8FPN,Chengdu
BG5EFD,
BG5DLQ,Jin Hua
BH2SVS,Shenyang
BG5DZH,Dongyang
BG5TWC,Xiamen
BI1MBQ,Beijing
BG5TWC,Xiamen
BG5UFH,Xiamen
BH4ECT,Shanghai
BI1LMT,
BG5CHL,Yuyao
BH4FPW,Shanghai
BG5UER,Fuzhou
BG5HGR,Hangzhou City
BH5BPL,Wenzhou
BG5CRP,Yuyao
BG5CCL,Yuyao
BG5BRG,Wenzhou
BH5HZJ,Hangzhou
BG5UOR,Fuzhou
BH3EZK,Tian Jin
BG5EOP,Zhe JiaNg SheNg P
BG5FPX,Taizhou
BH3GJS,Baotou City  Inner Mongolia Province
BG5UBZ,Siming District Xia
BG5DXB,Yiwu
BG5FAN,Tianjin Tianjin
BI4OOA,Qingdao
BG5IMP,
BH5HZZ,Hangzhou Zhejiang P
BH5HZZ,Hangzhou Zhejiang P
BH6AMA,Huainan
BH6AMW,Huainan
BH5FAE,Tian Tai Xian
BH5FAE,Tian Tai Xian
BH5HIE,Jiaxing
BI6MQL,Zhengzhou
BH5HIE,Jiaxing
BI4NAM,Jining
BA7LFN,Shenzhen
BG4IKR,Zhangdian District Zibo City  Shandong Prov
BH3ECW,Ianjin
BH3GJM,Huhhot
BG5UON,Fuzhou
BH4DGF,Haining
BD5TAD,Zhangzhou City Fujia
BG5DDP,Shaoxin
BG5DDP,Shaoxin
BD7MXM,Hunan
BD4MN,Liyi  Shandong    
BI4NPP,Jinan
BG5CPP,Ningbo
BH9FYX,Xian
BG8AHN,Mianyang
BG8ANF,Yanbianxian
BH1UEL,Beijing
BG5UHU,Zhangzhou Fujian Ch
BD5TAD,Zhangzhou City Fujia
BH9DNU,Xian
BI1CQI,Cd
BG5UPH,Fuzhou
BG5UPH,Fuzhou
BG5TZR,Fuzhou
BG5TSA,Nanping China
BG5TSA,Nanping China
BI4PWN,Taian
BH3UVJ,Yuncheng
BI4PUM,Taian
BG5UGW,Nanping China
BG5UGW,Nanping China
BG7RLY,Liuzhou  Guangxi Zhuang Autonomous Region
BH5EAW,Haining
BI4IGZ,Tai An
BG5TWO,Fuzhou
BG3LQL,Hohhot
BH5TQ,Fuzhou
BG5UBC,Quanzhou
BG5HHC,Hangzhou
BG5QTF,Fuzhou
BG4UOI,Nantong
BG5DAT,Shaoxing
BG5UBK,Fuzhou
BI4VXX,Jiangsu
BD6BKV,Wuhu
BI4VTY,Tongzhou District  Nantong City Jiangsu Province
BG0CHO,Urumqi
BH2VPS,
BG5CKS,Yinzhou District Ningbo City Zhe Jiang Province
BD4RYW,Yangzhou
BI4IHA,Ji Ning
BI6MWQ,Henanshengzhengzhou
BH2VON,Shenyang
BI1ERZ,Beijing
BG2ILT,Jilin City
BH2VHS,Dalian
BI4IHS,
BI4ALZ,Shi
BH3GFE,HOHHOT
BI1JAJ,Beijing
BA7MJP,Guanghzou
BG4SGF,Suzhou
BA7LUI,Guangzhou
BG3IGC,
BI4IHT,Ji Nan
BI9BA,Xianyang
BG1IDI,Beijing
BA7MHX,Shenzhen
BH7BQO,Chang De
BI9AN,Xianyang
BG9HTQ,Lanzhou
BG0BVQ,Urumqi
BG6UJS,China
BG0DKV,Urumqi
BD4UMB,Nan Jin
BG4MFX,Sd
BG2ATH,Daqing
BG8KCX,Chongqing
BG1QNR,Beijing
BD4VEY,Nan Tong
BD4SWP,Nanjing
BG0BNN,Urumqi
BH2VQS,Liaoning
BG0DLA,
BH8VMA,Qujin
BH2VPQ,Dalian
BD7LTT,Foshan
BG6HHH,Hefei
BG5DBV,Hangzhou
BA7LUF,Guangzhou
BH6JDZ,Zhengzhou
BH2VOM,Shenyang
BG5HMY,Hangzhou
BD3TJ,Tianjin
BH1SZV,Beijing
BD4VFF,Nantong
BD4TML,Nantong
BI4RGJ,Suzhou
BD4VIG,Wuxi
BH8UJH,Kunming
BD3PFI,Cangzhou
BG6HOM,Hefei Anhui
BG2CLE,Harbin
BD4TZH,Suzhou
BI1NGN,Beijing
BD4WO,Nanjing Jiangsu
BG2CQO,Harbin
BG7QBQ,Nanning
BD4ULQ,Suzhou
BG6HOE,Hefei
BH5EIG,Jiaxing
BH3OG,Cangzhou
BG6HOK,Hefei
BI1NIY,Beijing
BA3MMU,Beijing
BI4PSJ,Linyi
BG6UKS,yichang
BD4SXY,Nanjing
BG4USS,Nantong City Jiangsu Province
BG5ABY,Hangzhou
BG0DGD,Shihezi
BH4DZN,Shanghai
BG5VCK,Sanming
BG5VBV,Fuqing
BD4VIB,Wuxi
BD4TID,Zhenjiang
BD9MW,Yinchuan
BH5HAT,Hangzhou
BG3KIR,None
BD4VKM,Yangzhou
BD4VFC,
BG2EIS,Harbin
BH4FHN,Shanghai
BH2VQW,Shenyang
BD4QLB,Taizhou
BH4QLF,Suzhou
BH3VZA,Datong
BI4ROF,Yan Cheng
BD4VOJ,Suzhou
BG6UHP,Yichang
BG5AEL,Hangzhou
BD4TNQ,Shanghai
BD4TOB,Nantong
BH1BKF,Beijing
BH4FRE,Shanghai
BH2RGS,liaoning fushun
BD4UMU,Nanjing
BD4RGH,Nantongshi
BI4WOF,Nanjing
BD4RGK,Nantongshi
BD3OIT,Hebei
BG5FLJ,Taizhou
BH4KQJ,Yinan County  Linyi City  Shandong Province
BG6AJ,Hefei
BG4HUL,Xuhui District Shanghai
BG2LAB,Changchun
BI4NNE,Jinan
BD4ULO,Suzhou
BG2EAG,Qiqihar
BH4FFD,Shanghai
BD3OYD,Xingtai
BD4RVE,nantong
BH8AEA,Chengdu  Sichuan 
BA7MME,Guangdong Guangzhou
BD4VNU,
BG2DSH,Harbin
BD4STZ,Nanjing
BG0DLQ,Korla
BG2DZL,Qiqihar
BH4VKN,Xuzhou
BG8AFR,Chengdu
BG6JCJ,zhegnzhou
BG2DVV,Qiqihaer
BD4RHR,Nantong
BG2EYK,Qiqihar
BD4UKL,Shanghai
BG5FGC,Taizhou
BD4UGN,Wuxi
BG5FMT,Taizhou
BI1NIZ,Beijing
BD4NYE,Nantongshi
BG3IKF,Xilinhot
BG6SGL,Wuhan
BI3AO,Tian Jin
BG2DKP,Qiqihar
BG8LAK,chongqing
BI4ILQ,Jinan
BD2REV,liaoyang
BI1NHQ,Beijing
BG0BHU,Korla
BD9AAC,
BI4QXQ,None
BG3LHQ,
BG9IEB,Lanzhou
BD4UNP,Nanjing
BI1NIA,None
BH2UUL,Shenyang
BI4PSA,Lin Yi
BG5VCU,Fuzhou
BH1STT,Beijing
BH1UVH,Beijing
BH2TIF,
BG9ACP,Baoji
BH1GMJ,BEIJING
BG5VBW,Fuzhou
BI1NIF,Fengtai Beijing
BI1NKY,
BG9CKZ,BAO JI
BG9ATL,SHANXI BAOJI
BI1GYF,beijing
BD6QCF,Wuhan
BH4FQH,Shanghai
BG7XYE,
BG2DSC,
BH2UBF,Liaoyang
BI1LOD,BEIJING
BG7DVB,Yueyang
BG1AFG,beijing
BI1NHY,Beijing
BH7AFK,MiLuo city
BH2UQR,liaoyang
BG2QEL,Shenyang
BI1NAV,
BH8CGG,Chengdu City
BH2LVK,
BH8AVC,Chengdu
BG4ILX,
BG2CH,Shyashan
BI7IZB,Shenzhen
BH7FMR,
BG6SFA,Wuhan
BI1NHI,Beijing
BG5CIF,Ningbo
BI6NAC,Zhengzhou
BH4BMA,ShangHai
BI1NKM,Beijing
BH1JXY,Bei Jing
BI6LTO,Nanyang
BH9FPP,
BG6SPO,Wuhan
BI1MBQ,Beijing
BH3EWN,Tianjin Binhai New Area Zhongxin Ecological City
BG8APV,Chengdu
BH9BVI,Shan Xi Sheng Baojishi
BH6NOU,Ny
BG1ECC,Beijing
BG2CWH,
BA7LCN,ShenZhen
BG2BG,shuangyashanshi
BD4UMZ,Nanjing
BG5AGQ,Hangzhou
BH4PDU,Qingzhou
BG7ENA,Changsha
BH3EXK,tian jin
BG4JHI,Jinan
BH4FTP,Shanghai
BD4VFT,
BG2FCT,
BI4JEB,Rizhao
BI4IMC,WeiHai
BG9OZI,Yinchan
BD7MRG,guangdong
BH2VLK,
BH9FXT,xian
BG6SPV,honghushi
BI1GM,beijing
BH7ESZ,None
BG7TJX,QinZhou
BG4MDO,Jinan
BD8AIJ,Chengdu
BG6DCJ,Hefei
BG5AGS,hangzhou 
BI4NHQ,weihai
BI4JAW,DONGYING
BG6ULQ,wuhan
BI1LUQ,beijing
BD7ORP,hui zhou
BI3QFV,tangshan
BG5AGK,Hangzhou
BG9ATZ,xian
BH4PEN,Qingdao
BH1UYV,
BH6KJD,Zhengzhou
BI4IJN,
BH4FUO,SHANGHAI
BI4IZS,dongying
BI1FLL,BEIJING
BG2EZQ,JIAMUSI
BD3OGH,Cangzhou
BD8AJL,Chengdu
BG3EI,Tian Jin
BI3QBJ,Tangshan City
BD8AGK,Chendu
BH3FAL,Tianjin
BG2DKQ,Qiqihar
BG2CVY,
BG6HJZ,
BI6LMG,Xinxiang
BI6MYV,Xinxiang
BG0DLR,bole
BI1LZT,Bei Jing
BH4PEB,Qingdao City
BG1EPX,Beijing
BD4RXO,Zhenjiang
BI1JAO,Beijing
BH4PEU,china
BH3FFA,Tian Jin
BH4STZ,Suzhou
BI4JGQ,Zibo
BG7YPU,sanya
BG3QFC,
BG0DMM,Wulumuqi
BA6KC,Henan Province 
BG2BOA,
BG5AGD,Hangzhou 
BH8AGX,Chengdu
BG5AGH,Hangzhou 
BG2DRX,
BG4BTT,ShangHai
BG3PBS,
BI1MJD,Bei Jing
BG7QEG,Liuzhou
BH3DXL,TianJin
BH8DBQ,ChengDu
BI8CSF,ChengDu
BG6UFF,xianning
BH4BHD,Shanghai
BI4LLD,Qingdao
BI4KXX,
BH4PGD,QINGDAO
BD4UZR,
BA7JMO,Shenzhen Guangdong Provice
BG3TFK,Taiyuan
BH1MCT,Beijing
BG6BJY,Huainan
BG2EQM,Suifenhe
BI1BYC,China
BD3CT,Hedong District Tianjin
BA7LKV,
BI4JJK,Zibo
BG2VDA,Shenyang
BH3VBF,taiyuan
BD4SQK,Suzhou
BD8AGD,Chengdu
BI4JNV,
BH3SMZ,Taiyuan
BG9FBZ,Xian
BD8AIW,
BI1FCE,Beijing
BH8EFZ,
BH2TYU,
BG5AGW,Huzhoi
BG9GQW,China
BA7MFB,Shenzhen
BG6SLD,Xianning
BH8DRH,Sichuan
BG6UEO,Wuhan
BG3PKI,
BH4PBU,Qing Dao
BG8SOH,Kunming
BI7NQU,Shenzhen
BH3GIT,Erdos
BD3OKV,Tangshan
BH6NOV,Nanyang
BG6HPA,Hefei
BG8SQZ,kunming
BG4NEO,Taian
BH4WDI,
BG2DMB,Yichun
BG4MID,Taian
BG7VKS,
BH2UVE,Liaoyang
BG7ERQ,Yueyang
BH4PEG,
BI1GKN,Beijing
BG2UTD,Shenyang
BA7LTL,Meizhou
BH2VSQ,Shenhe District  Shenyang City  Liaoning Province
BG6HWP,Huaibei
BG9HMS,lanzhou
BH3MQE,Tangshan City
BH8AUY,Chengdu
BI4KKY,Linyi City
BI6LWV,Zhengzhou
BG2UDJ,Shenyang
BG2TFW,Shenyang
BH7FHQ,
BI6LZU,Zhengzhou
BI8ERN,Chengdu
BI1JKF,Beijing
BH7ITT,Zhongshan Guang Dong Provin
BD4UMR,China
BI1CAF,Fengtai
BI4KKU,
BH3GLI,xingan
BG0DKW,Wulumuqi
BH7EDP,Shaoyang City
BG3BRI,Tianjin
BD8NC,Gui Yang
BH8PYR,Gui Yang
BH8QFK,Gui Yang
BH8QDD,Gui Yang
BH8PZH,Gui Yang
BG1LLW,Bj
BI4JIW,Zibo
BH4KUR,Rizhao
BG0CHM,Wulumuqi
BD2SXO,Liao Yang
BD2RPP,Liaoyang
BI4JMO,Yantai
BI6LZM,Erqi District  Zhengzhou  Henan Province  China
BG4XSG,Nanjing
BD3OMC,Tangshan
BH8UBH,Yunnan Honghe
BI4KRY,Linyi
BI8AJL,Chengdu
BH6ICM,Zhengzhou Henan
BA7LWO,Shenzhen
BD3PFG,Cangzhou
BI4PTY,Jinan
BH3FGK,Tianjin
BI4KRQ,
BI4KRK,Shandong
BH1FKD,Bei Jing
BI4IKO,Qingdao
BG0BBH,boertaiamengguzizhzhou
BD3NWP,Cangzhou
BH8QCM,Guiyang Guizhou
BG2FDJ,Heilongjiang Province  Xicheng Town  Keshan County 
BH1KOD,Beijing
BH8QAG,Gui Yang
BI1HMP,Beijing
BD3NVY,Cangzhou City
BG7KXS,chaozhou
BI1KOR,Beijing
BH2VLJ,Shenyang Liaoning
BI1ATO,None
BG2LJF,Siping
BG7ESR,YueYang
BA8AQS,Yaan
BG1WUD,Beijing
BI4IZC,Dong Ying
BD3OVR,China
BD4VHZ,Wuxi
BH1ANH,Beijing
BH8UNR,Zhaotiong
BD3NJY,Tangshan City
BH7JOA,Dg
BG6IFN,Kaifeng
BH8QEJ,Guiyang
BH9FTJ,Shanxi
BG7THM,Hangzhou
BI6LWM,Zhengzhou 
BH3FGV,Tianjin
BD7OEZ,Guangzhou
BH9FXP,Xi An
BD3NUK,Yutian
BG6QET,
BG2DPP,Qiqihar
BG2DXT,qiqihar
BG9EAH,
BG5AGE,Hangzhou capital city of Zhejiang Province
BA7MIV,Guangzhou
BH7OFD,Goang Zhou
BG9FSU,Baoji
BI3UUE,Taiyuan
BG5ADT,HangZhou
BA7JTP,Foshan
BI4IIB,Jinan
BG1RHF,Beijing
BH2UNW,Liaoyang
BI1NAP,Beijing Fang Shan Qu
BH3FGY,Tian Jin
BI4IZU,Jinan
BA7MPP,Dongguan
BI1NJC,Beijing
BH8QES,GUIZHOU
BI1MBC,Beijing
BI1FJR,Beijing
BD8ALF,YA
BH4UQH,Nantong
BH1WYX,Fangshanqu
BG5ADW,Hangzhou
BI3NWJ,Tangshan City
BI8FYG,
BH3NAG,Zhangjiakou
BH2UMV,
BH3FDG,Tianjin
BA7LVI,Guangdong
BH5HVK,Hangzhou 
BA7MNJ,Shenzhen
BH2VVJ,Shenyang
BA7MNI,Zhaoqing
BG2EDK,
BI3TBC,Jinzhong
BH4TEO,Jiangyin Jiangsu
BI7NMZ,
BG6DLM,Hefei
BH1IZQ,Beijing
BG4IPF,Weifang
BG2XGU,Da Lian
BA7LLU,Canton
BG4UCH,Nantong
BH4UOH,Nan Tong
BG2TAA,Liaoning
BG7NF,Guangzhou
BG7XTU,Nanning  Guangxi Zhuang Autonomous Region
BG6JDT,Zhengzhou City
BH1DEG,Bei Jing
BG4UVP,Nan Tong
BH7EXB,Yueyang
BA7MJC,Guangzhou
BH2RAX,Shenyang Liaoning
BG8AMM,
BI4JFQ,Zibo
BG6QDV,Wuhan
BA7JZT,Guangzhou
BG7XPX,Nanning
BA7MJK,Guangzhou
BG6CBA,Bengbu
BH2VHL,Dan Dong
BG0DND,Tachen
BI8BKX,Leshan
BG8PM,Gui Yang
